line,subtitle,movie,country,
84,de cuando era pequeña...,julieta,spain,
85,(Música),julieta,spain,
86,(Móvil),julieta,spain,
87,(Móvil),julieta,spain,
88,(Telefonillo),julieta,spain,
89,¿Sí?,julieta,spain,
90,(LORENZO),julieta,spain,
91,"Soy yo, ábreme.",julieta,spain,
92,Hola.,julieta,spain,
93,¿Estás bien?,julieta,spain,
94,Tengo el agua hirviendo.,julieta,spain,
95,Anoche te llamé y no me contestaste.,julieta,spain,
96,Necesitaba estar sola.,julieta,spain,
97,"¿Has terminado ya con las maletas,",julieta,spain,
98,con las cajas?,julieta,spain,
99,Lo he deshecho todo.,julieta,spain,
100,"Me quedo en Madrid, Lorenzo.",julieta,spain,
101,¿Es una broma?,julieta,spain,
102,¿Pero qué tontería es esa?,julieta,spain,
103,No voy a poder acompañarte.,julieta,spain,
104,¿Por qué? ¿Qué pasó?,julieta,spain,
105,"Sé que no te mereces esto, pero",julieta,spain,
106,te ruego que no me hagas preguntas.,julieta,spain,
107,"No me voy contigo a Portugal,",julieta,spain,
108,me quedo en Madrid.,julieta,spain,
109,"¿Qué ocurre, Julieta?",julieta,spain,
110,Lo he pensado bien y...,julieta,spain,
111,¡No me digas,julieta,spain,
112,que no lo habías pensado hasta ahora!,julieta,spain,
113,¡Llevamos casi un año planeándolo!,julieta,spain,
114,Ayer mismo dijiste: «No volveré,julieta,spain,
115,a Madrid si puedo evitarlo».,julieta,spain,
116,¿Qué fue lo que pasó de pronto?,julieta,spain,
117,"No insistas, por favor.",julieta,spain,
118,¿Me das un vaso de agua?,julieta,spain,
119,"No te reconozco, Julieta. Te estás",julieta,spain,
120,comportando como una loca...,julieta,spain,
121,Lo sé.,julieta,spain,
122,¡Yo no puedo creer,julieta,spain,
123,que estemos hablando de esto!,julieta,spain,
124,Anoche me di cuenta,julieta,spain,
125,"que me estaba engañando,",julieta,spain,
126,que no quiero irme de Madrid...,julieta,spain,
127,y que prefiero estar sola.,julieta,spain,
128,Siempre supe que había algo,julieta,spain,
129,importante en tu vida...,julieta,spain,
130,que nunca,julieta,spain,
131,compartiste conmigo.,julieta,spain,
132,"Nunca quisiste hablar sobre eso,",julieta,spain,
133,y yo siempre te lo respete.,julieta,spain,
134,Me gustaría,julieta,spain,
135,que siguieras respetándolo.,julieta,spain,
136,"¡Hola, Inocencio!",julieta,spain,
137,Sí...,julieta,spain,
138,¡Señora Julieta! ¡Cuánto tiempo!,julieta,spain,
139,"Sí, mucho. ¿Por casualidad,",julieta,spain,
140,no llegó algo de correo para mí?,julieta,spain,
141,¿En todos estos años?,julieta,spain,
142,No.,julieta,spain,
143,"Acabo de volver a Madrid,",julieta,spain,
144,y me gustaría alquilar mi piso,julieta,spain,
145,de entonces. ¿Está libre?,julieta,spain,
146,No... Creí que se había ido,julieta,spain,
147,fuera de España...,julieta,spain,
148,"Sí, pero he vuelto. Y echo de menos",julieta,spain,
149,esta calle. ¿Hay algún otro libre?,julieta,spain,
150,Pues... el segundo izquierda,julieta,spain,
151,está vacío.,julieta,spain,
152,¡Qué maravilla! ¿Puedo verlo?,julieta,spain,
153,"Le faltan muebles, y no está pintado.",julieta,spain,
154,No importa.,julieta,spain,
155,Voy a por la llave.,julieta,spain,
156,Está un poco sucio...,julieta,spain,
157,ya se lo advertí.,julieta,spain,
158,(Música),julieta,spain,
159,"Me lo quedo, Inocencio.",julieta,spain,
160,"Pero no está para mudarse,",julieta,spain,
161,señora Julieta.,julieta,spain,
162,"Si me da su teléfono, yo le aviso.",julieta,spain,
163,"No hace falta, de verdad. Con que",julieta,spain,
164,"funcione la cocina y el baño,",julieta,spain,
165,yo me ocupo del resto.,julieta,spain,
166,La cocina y el baño están nuevos.,julieta,spain,
167,Estupendo.,julieta,spain,
168,(Continúa la música),julieta,spain,
169,Antía.,julieta,spain,
170,Dos hijos y una hija.,julieta,spain,
171,Ha bajado al Lago Como a comprar.,julieta,spain,
172,Tal vez vive,julieta,spain,
173,en un pueblo suizo cercano y caro,julieta,spain,
174,"y ha ido a comprar a Italia,",julieta,spain,
175,que es mucho más barato.,julieta,spain,
176,Va sin maquillaje.,julieta,spain,
177,Y está delgada.,julieta,spain,
178,Piensa que sigo viviendo en Madrid.,julieta,spain,
179,(Gente jugando a baloncesto de fondo),julieta,spain,
180,(Música),julieta,spain,
181,(ESCRIBE),julieta,spain,
182,Querida Antía:,julieta,spain,
183,Voy a contarte todo lo que no tuve,julieta,spain,
184,"ocasión de contarte,",julieta,spain,
185,"porque eras una niña,",julieta,spain,
186,porque me resultaba demasiado,julieta,spain,
187,doloroso o por simple pudor.,julieta,spain,
188,Pero ya no eres una niña.,julieta,spain,
189,Beatriz me ha dicho,julieta,spain,
190,que tienes tus propios hijos.,julieta,spain,
191,"Tres, nada menos.",julieta,spain,
192,"Eres una mujer adulta, y una madre...",julieta,spain,
193,¿Por dónde empezar?,julieta,spain,
194,Te hablaré de tu padre.,julieta,spain,
195,"Cuando me preguntaste cómo lo conocí,",julieta,spain,
196,"yo te dije que fue en un tren,",julieta,spain,
197,pero no te lo conté todo.,julieta,spain,
198,Yo tenía 25 años.,julieta,spain,
199,Era una noche muy desapacible,julieta,spain,
200,y hacía mucho viento.,julieta,spain,
201,¿Está libre el asiento?,julieta,spain,
202,Sí.,julieta,spain,
203,"Qué impresionante esa rama, ¿verdad?",julieta,spain,
204,¿Le ha asustado?,julieta,spain,
205,Pues sí.,julieta,spain,
206,¿Viaja usted sola?,julieta,spain,
207,Sí.,julieta,spain,
208,"Cuando la he visto sola, he pensado:",julieta,spain,
209,"«Mira qué bien, así nos damos",julieta,spain,
210,compañía el uno al otro».,julieta,spain,
211,No tiene ganas de hablar...,julieta,spain,
212,¡Qué lástima!,julieta,spain,
213,"Perdón, tengo que salir.",julieta,spain,
214,Espero que no se acerque,julieta,spain,
215,mucho al tren.,julieta,spain,
216,No le tiene miedo al tren.,julieta,spain,
217,Va en busca de una hembra.,julieta,spain,
218,La huele en el aire.,julieta,spain,
219,¿Te apetece tomar algo?,julieta,spain,
220,"Xoan me dijo que se llamaba Xoan,",julieta,spain,
221,y yo le dije que Julieta.,julieta,spain,
222,"Me dijo estaba casado,",julieta,spain,
223,"y que Ana, su mujer,",julieta,spain,
224,estaba en coma desde hacía cinco años.,julieta,spain,
225,Yo le dije que daba clases,julieta,spain,
226,"de Filología Clásica,",julieta,spain,
227,y que estaba sustituyendo,julieta,spain,
228,a una profesora enferma.,julieta,spain,
229,"Xoan me dijo que era pescador,",julieta,spain,
230,que tenía tres gamelas.,julieta,spain,
231,Iba a Madrid a comprar un motor,julieta,spain,
232,para una de ellas.,julieta,spain,
233,También me dijo que toda,julieta,spain,
234,"su vida había vivido junto al mar,",julieta,spain,
235,en la casa que su abuelo,julieta,spain,
236,compró cuando vino de Cuba.,julieta,spain,
237,¡Diez minutos de parada!,julieta,spain,
238,¡Diez minutos de parada!,julieta,spain,
239,¡Diez minutos de parada!,julieta,spain,
240,¿Te apetece estirar,julieta,spain,
241,un poco las piernas?,julieta,spain,
242,No voy bien abrigada... Gracias.,julieta,spain,
243,Hasta ahora.,julieta,spain,
244,(Fuerte chirrido de fondo),julieta,spain,
245,¡Por Dios! ¿Pero qué pasa?,julieta,spain,
246,El tren ha parado...,julieta,spain,
247,"¿Por qué? ¿Así, de golpe?",julieta,spain,
248,"Sí, por favor, entre.",julieta,spain,
249,"No se preocupen, no es nada.",julieta,spain,
250,Pues a mí me ha caído una bolsa,julieta,spain,
251,en la cabeza y casi me mata...,julieta,spain,
252,¿Hemos chocado con algo? He visto,julieta,spain,
253,un ciervo corriendo junto al tren...,julieta,spain,
254,"¡No, hombre, por dios!",julieta,spain,
255,Qué cosas dice!,julieta,spain,
256,"Sí, yo también lo he visto.",julieta,spain,
257,"Que no, que no hemos",julieta,spain,
258,chocado con nada.,julieta,spain,
259,"Por favor, vuelvan a sus sitios",julieta,spain,
260,y no tapen el pasillo,julieta,spain,
261,que el tren,julieta,spain,
262,se va a poner en marcha enseguida.,julieta,spain,
263,- Pues yo he visto un ciervo...,julieta,spain,
264,- Yo también y no me pongo tan pesada.,julieta,spain,
265,¿Han visto al hombre,julieta,spain,
266,que iba ahí sentado?,julieta,spain,
267,¿El de las gafas y el jersey negro?,julieta,spain,
268,"Sí, yo le vi por el pasillo.",julieta,spain,
269,- Estará por ahí...,julieta,spain,
270,- En la parada bajó al andén.,julieta,spain,
271,Lo vi caminando por la nieve.,julieta,spain,
272,"Iba sin abrigo, por eso me fijé.",julieta,spain,
273,Yo creo que iba «mamao»...,julieta,spain,
274,Ese está dando vueltas todavía por,julieta,spain,
275,la estación... por eso hemos parado.,julieta,spain,
276,(Música),julieta,spain,
277,¡Cógelo!,julieta,spain,
278,¿Qué haces aquí? ¡Vuelve al vagón!,julieta,spain,
279,¡Vas a coger una pulmonía!,julieta,spain,
280,¿Qué Ileváis en la camilla?,julieta,spain,
281,¿Qué?,julieta,spain,
282,¿Es el ciervo?,julieta,spain,
283,No. ¿Por qué dices eso?,julieta,spain,
284,¿Es un hombre?,julieta,spain,
285,"¡Vamos, sube!",julieta,spain,
286,¡Es él! Por eso hemos parado...,julieta,spain,
287,Un hombre con un jersey negro,julieta,spain,
288,y que llevaba gafas...,julieta,spain,
289,"Por favor, sube al tren. Vamos...",julieta,spain,
290,Él iba sentado donde vas tú ahora.,julieta,spain,
291,"Quería hablar, pero a mí me molestaba",julieta,spain,
292,"cómo me miraba, por eso huí de aquí.",julieta,spain,
293,¡Cómo iba a suponer,julieta,spain,
294,que estaba tan mal!,julieta,spain,
295,Cualquier chica,julieta,spain,
296,habría hecho lo mismo...,julieta,spain,
297,¡Yo debería haberme dado cuenta!,julieta,spain,
298,No te tortures.,julieta,spain,
299,Se habría suicidado igual.,julieta,spain,
300,¿Por qué llevaba una maleta vacía?,julieta,spain,
301,"No sé, supongo que no quería",julieta,spain,
302,llamar la atención.,julieta,spain,
303,Pero lo tenía planeado,julieta,spain,
304,"antes de subirse al tren,",julieta,spain,
305,"nadie se suicida porque una chica,",julieta,spain,
306,"aunque sea tan guapa como tú,",julieta,spain,
307,no quiera hablar contigo.,julieta,spain,
308,(Música),julieta,spain,
309,(Continúa la música),julieta,spain,
310,No puedo dormir.,julieta,spain,
311,Yo tampoco.,julieta,spain,
312,(Música),julieta,spain,
313,"«Thalassa, hals y pontos».",julieta,spain,
314,Las tres palabras,julieta,spain,
315,significan «mar» en griego.,julieta,spain,
316,Pontos es mar y alta mar.,julieta,spain,
317,"Y se refiere al mar como camino,",julieta,spain,
318,el camino de la aventura.,julieta,spain,
319,Por eso Ulises,julieta,spain,
320,es el héroe marino por excelencia.,julieta,spain,
321,"Por ejemplo, cuando Ulises",julieta,spain,
322,"llega a la isla de Calipso,",julieta,spain,
323,agotado después,julieta,spain,
324,"de un naufragio, la ninfa Calipso,",julieta,spain,
325,que era guapa de no dar...,julieta,spain,
326,"Marcos, ¿quién te parece a ti",julieta,spain,
327,la mujer más guapa?,julieta,spain,
328,Tú.,julieta,spain,
329,Eso no vale,julieta,spain,
330,porque yo soy la profesora,julieta,spain,
331,y no está bien visto que la profesora,julieta,spain,
332,"tenga sexo con sus alumnos,",julieta,spain,
333,eh... Dime otra.,julieta,spain,
334,Kim Basinger.,julieta,spain,
335,Monísima.,julieta,spain,
336,"Mucho más guapa que yo, pelota.",julieta,spain,
337,Ángela Molina.,julieta,spain,
338,"También, preciosa. Pues como Kim",julieta,spain,
339,"Basinger y Ángela Molina juntas,",julieta,spain,
340,"así era la ninfa Calipso, y le",julieta,spain,
341,ofreció a Ulises todo lo imaginable.,julieta,spain,
342,"A ver, Diego... ¿Algo que le",julieta,spain,
343,ofreciera realmente importante?,julieta,spain,
344,Su cuerpo.,julieta,spain,
345,Eso lo primero. ¿Pero además?,julieta,spain,
346,Algo con lo que todos hemos soñado.,julieta,spain,
347,La juventud eterna.,julieta,spain,
348,"Exacto, y la inmortalidad.",julieta,spain,
349,"Sin embargo, Ulises lo rechazó",julieta,spain,
350,y se echó al mar enfrentándose,julieta,spain,
351,a un sinfín de peligros.,julieta,spain,
352,¿Cuál de las tres acepciones,julieta,spain,
353,elegirías para hablar del mar,julieta,spain,
354,tan añorado por Ulises?,julieta,spain,
355,¿Thalassa?,julieta,spain,
356,¡No!,julieta,spain,
357,Pontos.,julieta,spain,
358,"Eso es, pontos. Pontos, el mar,",julieta,spain,
359,"el alta mar, el camino de la",julieta,spain,
360,aventura y de lo desconocido.,julieta,spain,
361,(TOCALAPUERTA),julieta,spain,
362,Pasa.,julieta,spain,
363,Hola.,julieta,spain,
364,"Hola, Julieta. Siéntate, por favor.",julieta,spain,
365,Gracias.,julieta,spain,
366,La profesora Martínez se reincorpora,julieta,spain,
367,"la próxima semana, así que...",julieta,spain,
368,aquí termina tu período de suplencia.,julieta,spain,
369,Estamos muy contentos con tu trabajo.,julieta,spain,
370,"Muy contentos, de verdad, Julieta.",julieta,spain,
371,Nunca ha habido tanta asistencia,julieta,spain,
372,a Ias clases de literatura clásica.,julieta,spain,
373,Muchas gracias.,julieta,spain,
374,He disfrutado mucho estos seis meses.,julieta,spain,
375,"Qué bien, me alegro.",julieta,spain,
376,Bueno...,julieta,spain,
377,Espera. Ha llegado esta carta,julieta,spain,
378,para ti...,julieta,spain,
379,"¿Es para ti, Julieta?",julieta,spain,
380,"Sí, sí...",julieta,spain,
381,Querida Julieta:,julieta,spain,
382,"No sé si sigues trabajando en el colegio,",julieta,spain,
383,ojalá porque es la única,julieta,spain,
384,dirección tuya que tengo...,julieta,spain,
385,Me acuerdo mucho de ti.,julieta,spain,
386,No se me va,julieta,spain,
387,de la cabeza la noche del tren...,julieta,spain,
388,"Ana sigue igual, o peor.",julieta,spain,
389,"Aunque solo estuve dos días fuera,",julieta,spain,
390,a la vuelta la encontré peor.,julieta,spain,
391,Cuando estás encima,julieta,spain,
392,no te das cuenta de esas cosas.,julieta,spain,
393,Hoy no he salido a pescar.,julieta,spain,
394,La mar está muy picada,julieta,spain,
395,y esta tarde habrá tormenta.,julieta,spain,
396,Me gustaría verte,julieta,spain,
397,"aparecer entre la lluvia,",julieta,spain,
398,"buscando un lugar donde guarecerte,",julieta,spain,
399,y que ese lugar fuera mi casa...,julieta,spain,
400,Oye... Pero bueno...,julieta,spain,
401,"¡Canelo, no seas pesado!",julieta,spain,
402,Hola.,julieta,spain,
403,Me parece que llegas tarde.,julieta,spain,
404,El entierro fue ayer.,julieta,spain,
405,Pero entra si quieres,julieta,spain,
406,y te tomas un café.,julieta,spain,
407,Yo soy la que lleva la casa.,julieta,spain,
408,"¡Ven, Canelo!",julieta,spain,
409,Déjala ahí. Vamos a la cocina.,julieta,spain,
410,¿Cuándo conociste a Ana?,julieta,spain,
411,¿A Ana?,julieta,spain,
412,"No, no la conocía...",julieta,spain,
413,"Ya me parecía a mí,",julieta,spain,
414,porque ella no se movió de aquí,julieta,spain,
415,en los últimos seis años.,julieta,spain,
416,"¡Oh, el mar!",julieta,spain,
417,"Impresiona mucho la primera vez,",julieta,spain,
418,¿verdad?,julieta,spain,
419,Siéntate.,julieta,spain,
420,O sea que has venido a vera Xoan...,julieta,spain,
421,¿Quieres una pasta?,julieta,spain,
422,No.,julieta,spain,
423,"No creo que vuelva esta noche,",julieta,spain,
424,está con Ava...,julieta,spain,
425,¿Conoces a Ava?,julieta,spain,
426,Hace cerámicas y esculturas.,julieta,spain,
427,"Ana y Ava eran muy amigas, cuando Ana",julieta,spain,
428,todavía hablaba o podía escuchar.,julieta,spain,
429,"La pobre estaba hecha un vegetal,",julieta,spain,
430,y un hombre necesita una mujer.,julieta,spain,
431,Pero yo no soy quien,julieta,spain,
432,para criticar a Xoan.,julieta,spain,
433,¿Más café?,julieta,spain,
434,No.,julieta,spain,
435,Pues dame la taza.,julieta,spain,
436,"Bueno, ¿qué haces?",julieta,spain,
437,Todavía te da tiempo a coger,julieta,spain,
438,el autobús de las ocho.,julieta,spain,
439,"Pasa aquí mismo, en la plaza.",julieta,spain,
440,Vamos.,julieta,spain,
441,"Si quieres, puedes venir a mi",julieta,spain,
442,casa y después te acompaña mi marido.,julieta,spain,
443,No es molestia ninguna.,julieta,spain,
444,Estoy cansada... Preferiría esperar,julieta,spain,
445,"aquí, si a usted no le importa.",julieta,spain,
446,¿Dónde?,julieta,spain,
447,"Pues ahí mismo, en el recibidor.",julieta,spain,
448,¿Sola?,julieta,spain,
449,Bueno...,julieta,spain,
450,"Yo me quedaría contigo,",julieta,spain,
451,pero no puedo.,julieta,spain,
452,Tengo a mi marido,julieta,spain,
453,desatendido estos días.,julieta,spain,
454,Bueno...,julieta,spain,
455,Canelo se queda a hacerte,julieta,spain,
456,"compañía, de todos modos.",julieta,spain,
457,Gracias.,julieta,spain,
458,Y cuidado no te quedes dormida,julieta,spain,
459,y pierdas el autobús.,julieta,spain,
460,¿Te llamo al teléfono por si acaso?,julieta,spain,
461,No hace falta.,julieta,spain,
462,Te llamo.,julieta,spain,
463,"Canelo, ven aquí.",julieta,spain,
464,"Hola, hola...",julieta,spain,
465,¿Qué?,julieta,spain,
466,Ven aquí.,julieta,spain,
467,Sube... Sube...,julieta,spain,
468,No te despiertes...,julieta,spain,
469,Recibí tu carta y he venido...,julieta,spain,
470,Shhh...,julieta,spain,
471,Pero no podía imaginar que tu mujer...,julieta,spain,
472,No pienses en eso ahora.,julieta,spain,
473,Buenos días.,julieta,spain,
474,¡Qué ricas las pastas!,julieta,spain,
475,Son típicas de aquí.,julieta,spain,
476,Estoy haciendo el desayuno.,julieta,spain,
477,Es que tenía mucha hambre...,julieta,spain,
478,¿Y hay algo para mí?,julieta,spain,
479,Algo habrá...,julieta,spain,
480,"Cuando recibí tu carta, la tomé por",julieta,spain,
481,una invitación para venir a verte.,julieta,spain,
482,Esa era mi intención.,julieta,spain,
483,No podía imaginarme que tu mujer,julieta,spain,
484,hubiera muerto. Lo siento.,julieta,spain,
485,Ha sido lo mejor... Esto no era vida.,julieta,spain,
486,Marian me llamó para decirme,julieta,spain,
487,"que te había dejado aquí,",julieta,spain,
488,"esperando el autobús, pero que no",julieta,spain,
489,estaba segura que te fueras.,julieta,spain,
490,Me dijo que estabas,julieta,spain,
491,"con una mujer... Ava, creo.",julieta,spain,
492,Es una vieja amiga. Ya la conocerás.,julieta,spain,
493,"Es artista, como tú.",julieta,spain,
494,Yo no soy artista.,julieta,spain,
495,Doy clase de,julieta,spain,
496,literatura clásica. Y ahora ni eso.,julieta,spain,
497,"Bueno, seguro que te cae bien,",julieta,spain,
498,ya verás.,julieta,spain,
499,Yo creo que me voy a ir hoy.,julieta,spain,
500,No sé muy bien qué hago aquí.,julieta,spain,
501,Pescar. Hoy hace buen día.,julieta,spain,
502,Nos vamos a ir a pescar.,julieta,spain,
503,"Marian, Julieta...",julieta,spain,
504,Creo que ya os conocéis.,julieta,spain,
505,(SECA),julieta,spain,
506,"Deja, ya lo hago yo.",julieta,spain,
507,¿Se queda hoy?,julieta,spain,
508,Sí.,julieta,spain,
509,Nos vamos de pesca.,julieta,spain,
510,"Yo no tenía trabajo, no tenía prisa...",julieta,spain,
511,Pensé quedarme solo unos días.,julieta,spain,
512,"Tenía que decirle algo a Xoan,",julieta,spain,
513,pero lo iba aplazando...,julieta,spain,
514,"Era una vida nueva, extraña para",julieta,spain,
515,"una mujer que viene del sol,",julieta,spain,
516,pero acogedora...,julieta,spain,
517,"Las noches se me pasaban volando,",julieta,spain,
518,entre los brazos de Xoan.,julieta,spain,
519,"Me sentía atrapada, y a la vez libre.",julieta,spain,
520,¿Puedo tocarlo?,julieta,spain,
521,"Claro, cógelo si quieres...",julieta,spain,
522,¡Cómo pesa!,julieta,spain,
523,"Cuatro kilos, así que ten cuidado.",julieta,spain,
524,Pensé que era terracota...,julieta,spain,
525,"Es de bronce, pero al final",julieta,spain,
526,les doy una pátina de terracota.,julieta,spain,
527,Del color de las rocas,julieta,spain,
528,que hay junto al faro.,julieta,spain,
529,¡Qué fuerza tiene!,julieta,spain,
530,Intento que mis esculturas,julieta,spain,
531,"sean compactas,",julieta,spain,
532,"que el viento no pueda tirarlas,",julieta,spain,
533,como la gente de aquí.,julieta,spain,
534,La gente de aquí es muy dura...,julieta,spain,
535,"Visitaba con frecuencia a Ava,",julieta,spain,
536,me gustaba verla trabajar y fumar.,julieta,spain,
537,Y a ella le gustaba que yo,julieta,spain,
538,"le contara historias mitológicas,",julieta,spain,
539,como a ti cuando eras pequeña.,julieta,spain,
540,Los dioses crearon al hombre,julieta,spain,
541,y a otros seres,julieta,spain,
542,con la ayuda,julieta,spain,
543,de la arcilla y el fuego.,julieta,spain,
544,Les concedieron los atributos,julieta,spain,
545,"necesarios para su supervivencia,",julieta,spain,
546,a unos les dieron pelaje,julieta,spain,
547,y a otros alas para volar.,julieta,spain,
548,"Cuando le llegó el turno al hombre,",julieta,spain,
549,los dioses descubrieron,julieta,spain,
550,que se le habían,julieta,spain,
551,"acabado los dones,",julieta,spain,
552,"así que el hombre nació desnudo,",julieta,spain,
553,indefenso en medio de la naturaleza.,julieta,spain,
554,"Estoy embarazada, Ava.",julieta,spain,
555,¿De quién?,julieta,spain,
556,De Xoan.,julieta,spain,
557,Ya venía embarazada de Madrid.,julieta,spain,
558,¿Y él lo sabe?,julieta,spain,
559,No.,julieta,spain,
560,No le quiero presionar.,julieta,spain,
561,"Tienes que decírselo,",julieta,spain,
562,Xoan adora a los niños.,julieta,spain,
563,"A los pocos meses de nacer,",julieta,spain,
564,"te llevé donde tus abuelos,",julieta,spain,
565,para que te conocieran,julieta,spain,
566,y conocieran a Xoan.,julieta,spain,
567,"Dos años después,",julieta,spain,
568,volvimos a visitarles.,julieta,spain,
569,El abuelo Samuel,julieta,spain,
570,se había prejubilado.,julieta,spain,
571,Era el maestro del pueblo y lo había,julieta,spain,
572,dejado para convertirse en labrador.,julieta,spain,
573,Había vendido la casa,julieta,spain,
574,"en la que yo había crecido,",julieta,spain,
575,y se había comprado,julieta,spain,
576,otra en el campo.,julieta,spain,
577,"Mira, ahí están.",julieta,spain,
578,¿Necesitáis alguna cosita más?,julieta,spain,
579,"Nada, nada más. Muchas gracias.",julieta,spain,
580,"A portarse bien, prenda.",julieta,spain,
581,¡Eh!,julieta,spain,
582,"Hola, hija. Huy, ¿quién está aquí?",julieta,spain,
583,Mira... ¿Le das un besito al abuelo?,julieta,spain,
584,¿Qué tal el viaje?,julieta,spain,
585,"¡Muy largo, la verdad!",julieta,spain,
586,Venimos muertas.,julieta,spain,
587,"Mira, te voy a presentar.",julieta,spain,
588,Ella es Sanáa... Julieta.,julieta,spain,
589,Perdona...,julieta,spain,
590,Y esta maravilla es Antía.,julieta,spain,
591,¿Traes alguna maleta?,julieta,spain,
592,"Sí, una marrón",julieta,spain,
593,tiene mi nombre escrito.,julieta,spain,
594,¿Puedes traerla?,julieta,spain,
595,Sí.,julieta,spain,
596,Y un carro.,julieta,spain,
597,Vale.,julieta,spain,
598,¿Y mamá?,julieta,spain,
599,Bien. Nos vamos apañando.,julieta,spain,
600,Ahora la verás.,julieta,spain,
601,¿Y esta chica?,julieta,spain,
602,"Ésta es Sanáa,",julieta,spain,
603,la chica de la que te hablé.,julieta,spain,
604,¿Ésta es la mujer que os ayuda?,julieta,spain,
605,"Se ocupa de mamá,",julieta,spain,
606,me echa una mano con la tierra...,julieta,spain,
607,Ha sido una suerte encontrarla.,julieta,spain,
608,"Nos ha cambiado la vida, hija.",julieta,spain,
609,"Venga, vamos para el coche.",julieta,spain,
610,¿No echas de menos la escuela?,julieta,spain,
611,No tengo tiempo. Entre tu madre,julieta,spain,
612,"y la tierra, se me pasan los días volando.",julieta,spain,
613,No te imaginaba jubilándote.,julieta,spain,
614,Y mucho menos prejubilándote.,julieta,spain,
615,Estamos mejor así.,julieta,spain,
616,Tu madre y yo siempre habíamos soñado,julieta,spain,
617,vivir en el campo.,julieta,spain,
618,"¿Hablas español, Sanáa?",julieta,spain,
619,Un poco...,julieta,spain,
620,¿Un poco?,julieta,spain,
621,Un poco.,julieta,spain,
622,"Habla divinamente,",julieta,spain,
623,es que es un poco tímida.,julieta,spain,
624,"La conocimos hace ocho años,",julieta,spain,
625,en el Festival de Música Sacra de Fez.,julieta,spain,
626,Se hizo muy amiga de tu madre,julieta,spain,
627,y seguimos en contacto con ella.,julieta,spain,
628,Es una suerte que ahora,julieta,spain,
629,esté viviendo con nosotros.,julieta,spain,
630,Qué bonita.,julieta,spain,
631,"La casa no tiene lujos,",julieta,spain,
632,pero hemos ganado en calidad de vida.,julieta,spain,
633,¿Cuál es la habitación de mamá?,julieta,spain,
634,Esa ventana que da a la parra.,julieta,spain,
635,¿A ti te gusta la casa? ¿Sí?,julieta,spain,
636,Después te enseño la casa.,julieta,spain,
637,Sí. Ahora quiero vera mamá.,julieta,spain,
638,A ver si tienes suerte,julieta,spain,
639,y está despierta.,julieta,spain,
640,"Sara, ha llegado Julieta.",julieta,spain,
641,Julieta.,julieta,spain,
642,"Sí. Julieta, nuestra hija...",julieta,spain,
643,Nuestra hija...,julieta,spain,
644,"Hola, mamá.",julieta,spain,
645,Ya estamos aquí.,julieta,spain,
646,¿No te alegras de vernos?,julieta,spain,
647,Esta es Antía.,julieta,spain,
648,"Claro, no la reconoces",julieta,spain,
649,porque esta grandísima.,julieta,spain,
650,Os he preparado la habitación de,julieta,spain,
651,enfrente. Así estáis más cerca.,julieta,spain,
652,"No, yo prefiero quedarme aquí.",julieta,spain,
653,Yo dormiré con mamá.,julieta,spain,
654,Y a la niña,julieta,spain,
655,la pongo en la cama pequeña.,julieta,spain,
656,Le diré a Sanáa que cambie la ropa,julieta,spain,
657,de la cama pequeña.,julieta,spain,
658,Ahí es donde duerme ella.,julieta,spain,
659,¡Julieta!,julieta,spain,
660,Mamá...,julieta,spain,
661,¿Qué haces aquí?,julieta,spain,
662,He venido a verte.,julieta,spain,
663,Me he traído a la niña.,julieta,spain,
664,¿Qué niña?,julieta,spain,
665,"Antía, mi hija.",julieta,spain,
666,Mírala.,julieta,spain,
667,¡Qué hermosa está!,julieta,spain,
668,Tiene ya dos años.,julieta,spain,
669,Dos años...,julieta,spain,
670,Cuqui...,julieta,spain,
671,"Antía ven, que te voy a dar",julieta,spain,
672,unas fresas buenisimas.,julieta,spain,
673,"No, papá, ahora no, que está recién",julieta,spain,
674,cambiada y se pone pérdida.,julieta,spain,
675,¿Pero no le dices nada a mamá?,julieta,spain,
676,"Estás guapísima, Sara.",julieta,spain,
677,Ya tengo todos los tarros.,julieta,spain,
678,Muy bien.,julieta,spain,
679,"Papá, ¿puedo hablar contigo?",julieta,spain,
680,"Sí, claro.",julieta,spain,
681,Sanáa atiende a Sara y a la niña.,julieta,spain,
682,Muy bien.,julieta,spain,
683,Y que no se despierte la niña.,julieta,spain,
684,Vale.,julieta,spain,
685,¿Cómo os arregláis con mamá,julieta,spain,
686,cuando vais al mercado?,julieta,spain,
687,Siempre se queda,julieta,spain,
688,uno de los dos con ella.,julieta,spain,
689,Cuando fuisteis a recogerme,julieta,spain,
690,"a la estación, la habíais dejado sola,",julieta,spain,
691,encerrada en su habitación.,julieta,spain,
692,"No me gusta encerrarla, Julieta.",julieta,spain,
693,Lo hago para protegerla.,julieta,spain,
694,Esto no es vida para mamá.,julieta,spain,
695,"Julieta, estamos todo lo bien",julieta,spain,
696,que se puede estar.,julieta,spain,
697,¿Sabes lo que costaría meter,julieta,spain,
698,a tu madre en una residencia?,julieta,spain,
699,Pensaba que habías contratado,julieta,spain,
700,a una mujer para cuidarla...,julieta,spain,
701,Sanáa la cuida.,julieta,spain,
702,Sanáa cuida de la tierra y de ti.,julieta,spain,
703,"No sigas por ahí, Julieta.",julieta,spain,
704,Mamá necesita algo más que alguien,julieta,spain,
